raw_label,clean_label
"Yes, the vacuole is discolored.",Discolored
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole shows signs of inflammation.",Inflammation
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole is irregularly shaped.",Irregularly shaped
"Yes, the vacuole is discolored.",Discolored
"No, the vacuole is irregularly shaped.",Irregularly shaped
"Yes, the vacuole is discolored.",Discolored
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole shows signs of inflammation.",Inflammation
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole shows signs of inflammation.",Inflammation
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole is absent.",Absent
"No, the vacuole is absent.",Absent
"Yes, the vacuole is discolored.",Discolored
"Yes, the vacuole is discolored.",Discolored
"No, the vacuole is irregularly shaped.",Irregularly shaped
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole shows signs of inflammation.",Inflammation
"No, the vacuole shows signs of inflammation.",Inflammation
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole is absent.",Absent
"No, the vacuole is absent.",Absent
"No, the vacuole is absent.",Absent
"No, the vacuole is absent.",Absent
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole is absent.",Absent
"Yes, the vacuole is enlarged.",Enlarged
"Yes, the vacuole is discolored.",Discolored
"No, the vacuole is absent.",Absent
"Yes, the vacuole is discolored.",Discolored
"No, the vacuole shows signs of inflammation.",Inflammation
"Yes, the vacuole is enlarged.",Enlarged
"Yes, the vacuole is enlarged.",Enlarged
"Yes, the vacuole is discolored.",Discolored
"Yes, the vacuole is enlarged.",Enlarged
"Yes, the vacuole is discolored.",Discolored
"No, the vacuole is absent.",Absent
"No, the vacuole is absent.",Absent
"No, the vacuole is irregularly shaped.",Irregularly shaped
"Yes, the vacuole is enlarged.",Enlarged
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole is irregularly shaped.",Irregularly shaped
"Yes, the vacuole is discolored.",Discolored
"No, the vacuole is irregularly shaped.",Irregularly shaped
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole shows signs of inflammation.",Inflammation
"No, the vacuole is absent.",Absent
"No, the vacuole is absent.",Absent
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole is absent.",Absent
Ebola.,Ebola
Pneumonia.,Pneumonia
Measles.,Measles
Cholera.,Cholera
Cholera.,Cholera
Hepatitis A.,Hepatitis A
HIV/AIDS.,HIV/AIDS
Malaria infection.,Malaria infection
Measles.,Measles
Cholera.,Cholera
Malaria infection.,Malaria infection
Dengue fever.,Dengue fever
Tuberculosis.,Tuberculosis
Typhoid fever.,Typhoid fever
Pneumonia.,Pneumonia
Hepatitis A.,Hepatitis A
Influenza.,Influenza
Malaria infection.,Malaria infection
Cholera.,Cholera
Pneumonia.,Pneumonia
Dengue fever.,Dengue fever
Pneumonia.,Pneumonia
Tuberculosis.,Tuberculosis
Measles.,Measles
Dengue fever.,Dengue fever
"No, this image indicates the presence of a collapsed lung.","No, the presence of a collapsed lung"
"Yes, there is a large mass visible in the lungs on this image.","Yes, large mass visible in the lungs on this image"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"No, this image displays an enlarged heart.","No, an enlarged heart"
"Yes, there is pneumonia evident in the lower lobe of the right lung on this image.","Yes, there is pneumonia evident in the lower lobe of the right lung on this image"
"No, this image suggests the presence of emphysema.","No, this image suggests the presence of emphysema"
"Yes, there is pneumonia evident in the lower lobe of the right lung on this image.","Yes, there is pneumonia evident in the lower lobe of the right lung on this image"
"Yes, there is a large mass visible in the lungs on this image.","Yes, large mass visible in the lungs on this image"
"No, this image displays an enlarged heart.","No, an enlarged heart"
"Yes, there is a large mass visible in the lungs on this image.","Yes, large mass visible in the lungs on this image"
"Yes, there is a tumor seen in the mediastinum on this image.","Yes, tumor seen in the mediastinum on this image"
"No, this image indicates the presence of a collapsed lung.","No, the presence of a collapsed lung"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"Yes, there are multiple fractures visible in the ribs on this image.","Yes, multiple fractures visible in the ribs on this image"
"No, this image suggests the presence of emphysema.","No, this image suggests the presence of emphysema"
"No, this image suggests the presence of emphysema.","No, this image suggests the presence of emphysema"
"No, this image displays an enlarged heart.","No, an enlarged heart"
"No, this image displays an enlarged heart.","No, an enlarged heart"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"Yes, there is a large mass visible in the lungs on this image.","Yes, large mass visible in the lungs on this image"
"Yes, there is pneumonia evident in the lower lobe of the right lung on this image.","Yes, there is pneumonia evident in the lower lobe of the right lung on this image"
"Yes, there is pneumonia evident in the lower lobe of the right lung on this image.","Yes, there is pneumonia evident in the lower lobe of the right lung on this image"
"Yes, there is a large mass visible in the lungs on this image.","Yes, large mass visible in the lungs on this image"
"No, this image suggests the presence of emphysema.","No, this image suggests the presence of emphysema"
"Yes, there is pneumonia evident in the lower lobe of the right lung on this image.","Yes, there is pneumonia evident in the lower lobe of the right lung on this image"
"No, this image displays an enlarged heart.","No, an enlarged heart"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"No, this image displays an enlarged heart.","No, an enlarged heart"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"No, this image displays an enlarged heart.","No, an enlarged heart"
"No, this image displays an enlarged heart.","No, an enlarged heart"
"No, this image indicates the presence of a collapsed lung.","No, the presence of a collapsed lung"
"Yes, there is pneumonia evident in the lower lobe of the right lung on this image.","Yes, there is pneumonia evident in the lower lobe of the right lung on this image"
"Yes, there are multiple fractures visible in the ribs on this image.","Yes, multiple fractures visible in the ribs on this image"
"No, this image indicates the presence of a collapsed lung.","No, the presence of a collapsed lung"
"Yes, there is a tumor seen in the mediastinum on this image.","Yes, tumor seen in the mediastinum on this image"
"No, this image displays an enlarged heart.","No, an enlarged heart"
"Yes, there is a large mass visible in the lungs on this image.","Yes, large mass visible in the lungs on this image"
"Yes, there is a large mass visible in the lungs on this image.","Yes, large mass visible in the lungs on this image"
"No, this image suggests the presence of emphysema.","No, this image suggests the presence of emphysema"
"Yes, there is pneumonia evident in the lower lobe of the right lung on this image.","Yes, there is pneumonia evident in the lower lobe of the right lung on this image"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"Yes, there is pneumonia evident in the lower lobe of the right lung on this image.","Yes, there is pneumonia evident in the lower lobe of the right lung on this image"
"Yes, there is a tumor seen in the mediastinum on this image.","Yes, tumor seen in the mediastinum on this image"
"No, this image indicates the presence of a collapsed lung.","No, the presence of a collapsed lung"
"No, this image suggests the presence of emphysema.","No, this image suggests the presence of emphysema"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"Yes, there is pneumonia evident in the lower lobe of the right lung on this image.","Yes, there is pneumonia evident in the lower lobe of the right lung on this image"
"Yes, there is a tumor seen in the mediastinum on this image.","Yes, tumor seen in the mediastinum on this image"
"Yes, there is a tumor seen in the mediastinum on this image.","Yes, tumor seen in the mediastinum on this image"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"Yes, there are multiple fractures visible in the ribs on this image.","Yes, multiple fractures visible in the ribs on this image"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"No, this image displays an enlarged heart.","No, an enlarged heart"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"Yes, there is a large mass visible in the lungs on this image.","Yes, large mass visible in the lungs on this image"
"No, this image indicates the presence of a collapsed lung.","No, the presence of a collapsed lung"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"Yes, there is pneumonia evident in the lower lobe of the right lung on this image.","Yes, there is pneumonia evident in the lower lobe of the right lung on this image"
"Yes, there is a large mass visible in the lungs on this image.","Yes, large mass visible in the lungs on this image"
"Yes, there are multiple fractures visible in the ribs on this image.","Yes, multiple fractures visible in the ribs on this image"
"No, this image indicates the presence of a collapsed lung.","No, the presence of a collapsed lung"
"Yes, there is pneumonia evident in the lower lobe of the right lung on this image.","Yes, there is pneumonia evident in the lower lobe of the right lung on this image"
